实体名称,实体类型,制裁项目,依据法规,制裁原因,国家,来源,数据源,同步日期
Павел Владимирович Бабин,个人,EU-UKR,制裁,别名: Павел Владимирович БАБИН,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202403183,eu_sanctions,2026-06-19
Rabita Trust,组织,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Рабита Тръст,pk,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3106,eu_sanctions,2026-06-19
Marina Arkadjevna FEDOROVA,个人,EU-BLR,制裁,别名: Maryna Arkadzjeuna FJODARAVA; Marina Arkadjevna FEDOROVA; Марына Аркадзьеўна ФЁДАРАВА,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3378,eu_sanctions,2026-06-19
Андрей Андреевич СУШЕНЦОВ,个人,EU-RUSDA,制裁,别名: Андрей Андреевич СУШЕНЦОВ,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8660,eu_sanctions,2026-06-19
Акционерно дружество „Ленпромтранспроект“,组织,EU-UKR,制裁,别名: Акционерно дружество „Ленпромтранспроект“; Cuideachta chomhstoic ‘Lenpromtransproyekt’; Piiratud vastutusega äriühing „Lenpromtransproyekt“,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2585,eu_sanctions,2026-06-19
بسام المصري,个人,EU-SYR,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,eu_sanctions,2026-06-19
Yuliya Aliaksandrauna BLIZNIUK,个人,EU-BLR,制裁,别名: Julija Aljaksandrauna BLIZNJUK; Julija Aleksandrovna BLIZNJUK; Юлія Аляксандраўна БЛІЗНЮК,by,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3572,eu_sanctions,2026-06-19
ﻛﻤﺎل ﺟﺮﻣﺎن,个人,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Билал; Камел Джерман; Фодил,dz,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2942,eu_sanctions,2026-06-19
Guardia repubblicana siriana,组织,EU-HR,制裁,别名: Guardia repubblicana siriana; Guarda Republicana síria; Sirijos Respublikos gvardija,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302722,eu_sanctions,2026-06-19
Marabella Sun,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Asociația de Cercetare și Producție Kvant S.A.,组织,EU-UKR,制裁,"别名: Акционерно дружество „Научно-производствена асоциация „Квант“; Asociația de Cercetare și Producție Kvant S.A.; Associação Kvant de Investigação e Produção, sociedade por ações",ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4895,eu_sanctions,2026-06-19
Ryong Kang,个人,UN-SC1718; EU-PRK,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202302576,eu_sanctions,2026-06-19
Muller Markt LLC,组织,EU-RUS,制裁,别名: ООО «Мюллер Маркт»); OOO Myuller Markt; Müller Markt,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Tarek Aziz,个人,EU-IRQ; UN-SC1518,制裁,别名: Tarek Aziz; Tariq Mikhail Aziz; Tarek Mikhail Aziz,iq,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3324,eu_sanctions,2026-06-19
GFK Logistics Asia LLC,Company,,制裁,,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Феликс Феликсович ПЛЕСКАЧЕВСЬКИЙ,个人,EU-UKR,制裁,别名: Феликс Феликсович ПЛЕСКАЧЕВСЬКИЙ,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202501476,eu_sanctions,2026-06-19
RC-All Electronics Group Co. Ltd.,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Mohamed Ali Ahmed SUBIR,个人,EU-SDNZ,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7718,eu_sanctions,2026-06-19
Joint Stock Company Rychag,Company,,制裁,别名: АО «Рычаг»,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
National Iranian Oil Company International Affairs Limited,组织,EU-IRN,制裁,别名: NIOC International Affairs Limited,gb,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1978,eu_sanctions,2026-06-19
Joint Stock Company Aramil Aviation Repair Plant (AARZ),Company,,制裁,别名: AARZ; Aramil Branch of ODK-Service JSC,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
UAB „Belintertrans Baltic“,Company,,制裁; asset.frozen,,lt,,eu_sanctions,2026-06-19
Dmitrij Julianovitj IONOV,个人,EU-UKR,制裁,别名: Dmitrij Julianovitj IONOV,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R0878&from=EN,eu_sanctions,2026-06-19
Sara Mohammed MAKHLOUF,个人,EU-SYR,制裁,别名: ساره محمد مخلوف,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3813,eu_sanctions,2026-06-19
"Instituto central de investigação no domínio dos materiais, denominado em honra de D.I. Mendeleev",Company,EU-UKR,制裁,"别名: Instituto central de investigação no domínio dos materiais, denominado em honra de D.I. Mendeleev; АО “ЦНИИМ”; CNIIM Rt.",ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Federal State Enterprise “Tambov Gunpowder Plant”,Company,EU-UKR,制裁,别名: Федеральное Казенное Предприятие “Тамбовский Пороховой Завод”; „Tambovi Lőporgyár” Szövetségi Állami Vállalat; FSE “TGP”,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
ABU OMAR AL SARRAF,个人,EU-UNLI; UN-SCISIL,制裁,别名: Abu Omar Al Sarraf; عبد الحميد سالم إبراهيم بروكان الخاتوني,iq,https://press.un.org/en/2026/sc16324.doc.htm,eu_sanctions,2026-06-19
REVANCHE,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2033,eu_sanctions,2026-06-19
Agenția de Inginerie Socială,组织,EU-UKR,制裁,别名: Agenția de Inginerie Socială; Agentura pro sociální design; Агенция за социално проектиране,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=6841,eu_sanctions,2026-06-19
Miqdad Lu'ay FATIHA,个人,EU-HR,制裁,别名: Miqdad FUTAIHA; Abu Ja’ afar; Miqdad FATIHA,lb; sy,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:L_202501256,eu_sanctions,2026-06-19
Беспилотные системы,组织,EU-UKR,制裁,别名: Беспилотные системы; „SuperCam pilóta nélküli rendszerek” csoport; Supercam.Aero,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=6979,eu_sanctions,2026-06-19
Neon,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Nasser MALEKI,个人,EU-IRN; UN-SC1737,制裁,别名: Nasser MALEKI; Naser MAALEKI,ir,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1670,eu_sanctions,2026-06-19
Naser Bateni,个人,EU-IRN,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1978,eu_sanctions,2026-06-19
RNKO Platezhnyy Konstruktor,Company,,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0394,eu_sanctions,2026-06-19
رمضان محمود رمضان,个人,EU-SYR,制裁,别名: رمضان محمود رمضان,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401517,eu_sanctions,2026-06-19
Islamic State of the Greater Sahel,组织,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Islamic State of the Greater Sahel; ISIS in the Greater Sahel; ISIS in the Islamic Sahel,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3022,eu_sanctions,2026-06-19
PJSC “MTS Bank”,组织,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2033,eu_sanctions,2026-06-19
Igor Jurjevitj ANTIPOV,个人,EU-UKR,制裁,别名: Ihor Jurijovytj ANTYPOV; Igor Jurjevitj ANTIPOV; Iгор Юрiйович АНТИПОВ,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400849,eu_sanctions,2026-06-19
Abdallah BERRI,个人,EU-SYR,制裁,别名: Abdallah BERRI; عبدالله بري,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0716&from=EN,eu_sanctions,2026-06-19
Abdelbasit Elhassan Mohamed Khair HAMZA,个人,EU-HAM,制裁,,sd,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202400386,eu_sanctions,2026-06-19
Mehdi Dehghani MOHAMMADABADI,个人,EU-IRN,制裁,别名: مهدی دهقانی محمدآبادی,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7449,eu_sanctions,2026-06-19
Pars Aviation Service Co.,Company,EU-IRN; UN-SC1737,制裁,别名: Pars Aviation Service Co.; Pars Aviation Service Company,ir,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8351,eu_sanctions,2026-06-19
Марына Юр'еўна РАХМАНАВА,个人,EU-BLR,制裁,别名: Maryna Jurjeuna RACHMANAVA; Marina Jurjevna RACHMANOVA; Марына Юр'еўна РАХМАНАВА,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2603,eu_sanctions,2026-06-19
El Banco Postal de Irán,组织,EU-IRN,制裁,别名: El Banco Postal de Irán; Irano pašto bankas; Post Bank Iran,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1978,eu_sanctions,2026-06-19
Sepasad Engineering Company,Company,EU-IRN; UN-SC1737,制裁,别名: Sepasad Co.,ir,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8427,eu_sanctions,2026-06-19
Sergey Anatolyevich LUKIN,个人,EU-UKR,制裁,别名: Сергей Анатольевич ЛУКИН; Sergej Lukin,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7201,eu_sanctions,2026-06-19
fábrica Universalmash,组织,EU-UKR,制裁,别名: fábrica Universalmash; Akcinė bendrovė „Gamykla Universalmash“; Uzina Universalmash SA,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202402455,eu_sanctions,2026-06-19
Sundus Abd Al-Ghafur,个人,EU-IRQ; UN-SC1518,制裁,,iq,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3184,eu_sanctions,2026-06-19
Mohamed MAZOUZ,个人,FR-CMF-562,制裁,,fr,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7852,eu_sanctions,2026-06-19
Фидаиль Ильхатович БИКБУЛАТОВ,个人,EU-UKR,制裁,别名: Фидаиль Ильхатович БИКБУЛАТОВ,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202500389,eu_sanctions,2026-06-19
Ayub Vakhaevich KATAEV,个人,EU-HR,制裁,别名: Ajub Vachajevitj KATAJEV; Ajubchan Vachajevitj KATAJEV; Ayubkhan Vakhaevich KATAEV,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3495,eu_sanctions,2026-06-19
Nordlase LLC,Company,,制裁,别名: OOO Nordleyz; NordLase; ООО Нордлэйз,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Министерство Обороны Российской Федерации,组织,EU-UKR,制裁,别名: Venäjän federaation asevoimat; Минобороны России); Oružane snage Ruske Federacije,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2476,eu_sanctions,2026-06-19
Крымское республиканское предприятие ‘Азовский ликероводочный Завод’,组织,EU-UKR,制裁,别名: Azovsky likerovodochny zavod,ua,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2020.298.01.0001.01.ENG&toc=OJ:L:2020:298:TOC,eu_sanctions,2026-06-19
Ahmed Jan Akhund,个人,EU-AFG; UN-SC1988,制裁,别名: Молла Ахмед Джан Ахунд; Ahmed Jan Akhund; Haji Ahmad Jan,af,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0404&from=EN,eu_sanctions,2026-06-19
Vadim Šadura,个人,EU-UKR,制裁,别名: Vadim Šadura; Вадим Евгеньевич ШАДУРА; Vadim Jevgenjevitj SJADURA,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4315,eu_sanctions,2026-06-19
Gordon Koang Char BIEL,个人,EU-HR,制裁,别名: Gordon Koang Char BIEL; Koang Biel CHAR; Koang NYALUALGO,ss,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=6575,eu_sanctions,2026-06-19
Общество с Ограниченной Ответственностью «Ротор-43»,Company,,制裁,别名: Rotor-43 LLC; ООО «Ротор-43»; OOO Rotor-43,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
M. Javad Karimi Sabet,个人,EU-IRN; UN-SC1737,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8375,eu_sanctions,2026-06-19
Ansar Saving and Interest Free-Loans Fund,组织,EU-IRN,制裁,别名: Ansar Saving and Interest Free-Loans Fund; Ansar Finance and Credit Fund; Ansar Financial and Credit Institute,ir,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1833,eu_sanctions,2026-06-19
AL MAHROUS GROUP,组织,FR-CMF-562,制裁,,sy,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2018,eu_sanctions,2026-06-19
VTB BANK,组织,EU-UKR,制裁,别名: VTB Bank; ВТБ/Внешторгбанк,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AL_202500527&qid=1742218670627,eu_sanctions,2026-06-19
Javad DARVISH-VAND,个人,EU-IRN,制裁,,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1363,eu_sanctions,2026-06-19
Anatolij Sotnikov,个人,EU-BLR,制裁,别名: Anatolij Sotnikov; Anatolij Sotnikau; Анатолий Григорьевич СОТНИКОВ,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7646,eu_sanctions,2026-06-19
扬州扬杰电子科技股份有限公司,Company,EU-UKR,制裁,"别名: Yangzhou Yangjie Electronic Co., Ltd.; 扬州扬杰电子科技股份有限公司; Yangjie Technology Co., Ltd.",cn,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8899,eu_sanctions,2026-06-19
Forza ta' l-Ajru IRGC,组织,EU-IRN; EU-UKR,制裁,别名: Forza ta' l-Ajru IRGC; Zračne snage IGRC-a; Forza Ajruspazjali tal-Korp tal-Gwardjani tar-Rivoluzzjoni Iżlamika,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Ilsim International Bank,组织,UN-SC1718; EU-PRK,制裁,,kp,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2350,eu_sanctions,2026-06-19
Hamza BAZAANI,个人,,制裁,,,http://www.ejustice.just.fgov.be/mopdf/2017/12/11_1.pdf#page=51,eu_sanctions,2026-06-19
JSC Research Institute of Technical Systems “Sinvent”,Company,EU-UKR,制裁,别名: En russe: Акционерное Общество Научно-Исследовательский Институт Технических Систем “Синвент”; Autre dénomination: АО “НИИТС ‘Синвент’”; Autres dénominations: JSC Research Institute of Transport Systems “Sinvent”,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=9020,eu_sanctions,2026-06-19
Eun Song Ri,个人,UN-SC1718; EU-PRK,制裁,别名: Ri Eun Song; Ri Un Song,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2561,eu_sanctions,2026-06-19
Fatemeh GHORBAN-HOSSEINI,个人,EU-IRN,制裁,,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R2231,eu_sanctions,2026-06-19
Svetlana Viktorovna ADAMENKO,个人,EU-UKR,制裁,别名: Светлана Викторовна АДАМЕНКО,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8584,eu_sanctions,2026-06-19
Entreprise unitaire publique fédérale “Crimea Railway”,组织,EU-UKR,制裁,,ua,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=2579,eu_sanctions,2026-06-19
Almond,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Primorye,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0394,eu_sanctions,2026-06-19
JSC Krasnoarmeysk Scientific Research Institute of Mechanization,组织,EU-RUS,制裁,别名: JSC KNIIM,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R2033,eu_sanctions,2026-06-19
José Rafael CURRUCHICHE CUCUL,个人,EU-GTM,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=OJ:L_202600087,eu_sanctions,2026-06-19
Closed Joint Stock Company Special Design Bureau,Company,,制裁,别名: АО «СКБ»; ZAO SKB; AO SKB,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Николай Александрович Корчагин,个人,EU-CYB,制裁,别名: Николай Александрович Корчагин,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7871,eu_sanctions,2026-06-19
CHONMYONG SHIPPING CO,组织,UN-SC1718; EU-PRK,制裁,别名: CHON MYONG SHIPPING COMPANY LIMITED,kp,https://eur-lex.europa.eu/legal-content/en/TXT/PDF/?uri=CELEX:32022R1503,eu_sanctions,2026-06-19
Shomal Cement Company,组织,EU-IRN,制裁,别名: Shomal Cement Company; Siman Shomal,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1978,eu_sanctions,2026-06-19
Amine LAADJAL,个人,FR-CMF-562,制裁,,fr,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8733,eu_sanctions,2026-06-19
"UEC-Perm Engines, JSC",Company,,制裁,别名: Perm Motors; Perm Engine Plant; Permsky Motorny Zavod,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
احمد درخشنده,个人,EU-IRN; UN-SC1737,制裁,别名: احمد درخشنده,ir,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8360,eu_sanctions,2026-06-19
Oľga Koludarovová,个人,EU-UKR,制裁,别名: Oľga Koludarovová; Ольга Павловна КОЛУДАРОВА,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7491,eu_sanctions,2026-06-19
Saifuddin Ingushi,个人,EU-TAQA-EUAQ; UN-SCISIL,制裁,别名: Saifuddin al-Ingushi; Saifuddin Ingushi,ru; iq,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R1390&from=EN,eu_sanctions,2026-06-19
Rosoboroneksport,组织,EU-UKR,制裁,别名: AO Рособоронэкспорт; ROE; АО «Рособоронэкспорт»,ru,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=4493,eu_sanctions,2026-06-19
Seyeed Hassan SHARIATI,个人,EU-IRN,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0510&from=EN,eu_sanctions,2026-06-19
Артиш Михайлович САТ,个人,EU-UKR,制裁,别名: Artyš Sat; Артыш Михайлович CАТ; Артиш Михайлович САТ,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Turaco,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D0931,eu_sanctions,2026-06-19
Альфа-Банк,组织,EU-UKR,制裁,别名: Société par actions Alfa-Bank; Alfa Bank SA; Альфа-Банк,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AL_202500527&qid=1742218670627,eu_sanctions,2026-06-19
Nord Axis Ltd,Company,EU-UKR,制裁,,cn; hk,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=9036,eu_sanctions,2026-06-19
Iskra Technologies JSC,组织,EU-RUS,制裁,别名: Искра Технологии; RTSoft JSC; IskraUralTel JSC,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Poly Technologies INC,Company,EU-UKR,制裁,别名: 保利科技有限公司; Poly Science and Technology Corporation,cn,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8128,eu_sanctions,2026-06-19
Aleksey DZERMAN,个人,,制裁,,,,eu_sanctions,2026-06-19
Research Center Module,Company,,制裁,别名: JSC STC Module; АО НТЦ «Модуль»; RC Module,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Hamza NITRIK,个人,EU-TAQA-EUAQ,制裁,别名: OULD ABED Cheikh ould Mohamed Salec; Abu Hamza al-Chinguetti; Abu Hamza al-Shinqiti,mr,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32022R0949,eu_sanctions,2026-06-19
Руслан Александрович РОМАШКИН,个人,EU-UKR,制裁,,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN,eu_sanctions,2026-06-19
Prisão da Grande Teerão,组织,EU-IRN,制裁,别名: Prisão da Grande Teerão; zatvor Hasanabad-e Qom; Teheraner Zentralgefängnis,ir,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0721,eu_sanctions,2026-06-19
Yuriy Nikolaevich SIROVATKO,个人,EU-UKR,制裁,别名: Юрiй Миколайович СИРОВАТКО; Юрий Николаевич СИРОВАТКО,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AL_202500527&qid=1742218670627,eu_sanctions,2026-06-19
Акционерное Общество «Государственный Научный Центр Российской Федерации - Физико - Энергетический Институт имени А. И. Лейпунского»,Company,,制裁,别名: IPPE; АО «ГНЦ РФ – ФЭИ»; Leypunsky Institute of Physics and Power Engineering,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Владимир Евгеньевич ИЛЬИЧЕВ,个人,EU-UKR,制裁,别名: Vladimir Jevgenjevitj ILJITJOV,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0429,eu_sanctions,2026-06-19
North Mountain,船只,EU-MARE,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32024D3187,eu_sanctions,2026-06-19
Royal Shune Lei,组织,EU-MMR; EU-PRK,制裁,,mm,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7753,eu_sanctions,2026-06-19
Moneer ADANOV,个人,EU-SYR,制裁,别名: Mouneer Adanov; Monir; Moneer,sy,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=1429,eu_sanctions,2026-06-19
Russian Institute of Radio Navigation and Time,Company,EU-UKR,制裁,别名: Russian Institute of Radio Navigation and Time; A Rádiónavigációval és az Idővel Foglalkozó Oroszországi Intézet; Акционерное Общество “Российский Институт Радионавигации И Времени”,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025D1895,eu_sanctions,2026-06-19
Leanid Čuro,个人,EU-BLR,制裁,别名: Leanid Čuro; Leonid Nikolajevitj TJURO; Leanid Mikalajevitj TJURO,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=3593,eu_sanctions,2026-06-19
Международное движение русофилов,组织,EU-RUSDA,制裁,别名: Международное движение русофилов; Mouvement International Russophile,,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8672,eu_sanctions,2026-06-19
Jinmingsheng Technology (HK) Co. Ltd.,Company,EU-RUS,制裁,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0506,eu_sanctions,2026-06-19
Joint Stock Company Scientific-Production Union for Radioelectronics Named After V.I. Shimko,Company,,制裁,别名: АО «НПО «Радиоэлектроника» им. В.И. Шимко»; NPO Radioelectronics N.A. V.I. Shimko,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Shusha,船只,,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32025R1494,eu_sanctions,2026-06-19
Ruslan GARBALÎ,个人,EU-MDA,制裁,,md,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=8997,eu_sanctions,2026-06-19
Novus Middle East DMCC,Company,EU-UKR,制裁,别名: Novus Middle East DMCC,ae,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0509,eu_sanctions,2026-06-19
Mychajlo Hryhorovytj MALYSJEV,个人,EU-UKR,制裁,别名: MALYSHEV Mykhaylo Hryhorovych; Mychajlo Hryhorovytj MALYSJEV; Michail Grigorjevitj MALYSJEV,ua,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R0571,eu_sanctions,2026-06-19
Open Joint Stock Company 275 Aviation Repair Plant,Company,,制裁,别名: PJSC “275 Aircraft Repair Plant”; АО «275 АРЗ»; 275 ARZ,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Unimatic Ltd,Company,EU-UKR,制裁,别名: ООО Униматик,ru,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32026R0509,eu_sanctions,2026-06-19
Association Sciences et éducation,组织,FR-CMF-562,制裁,,fr,https://gels-avoirs.dgtresor.gouv.fr/Gels/RegistreDetail?idRegistre=7097,eu_sanctions,2026-06-19
CJSC Radiotekhkomplekt,Company,,制裁,别名: АО «РТКТ»; AO RTKT; JSC Radiotekhkomplekt,,https://eur-lex.europa.eu/eli/reg/2023/2878,eu_sanctions,2026-06-19
Aleh ZHYNHEL,个人,,制裁,,,,eu_sanctions,2026-06-19
